英文标准词	采用中文	译名状态	依据	定位	编辑说明
Toivo	托伊沃	暂定·官方待核	所给英文底稿	A0418-B0235	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Orscari	奥斯卡里	暂定·官方待核	所给英文底稿	A0418-B0238	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Noxx	诺克斯	暂定·官方待核	所给英文底稿	A0418-B0239	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Crull	克鲁尔	暂定·官方待核	所给英文底稿	A0418-B0242	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Luca Thalassi	卢卡·塔拉西	暂定·官方待核	所给英文底稿	A0418-B0244	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Zarrael	扎雷尔	暂定·官方待核	所给英文底稿	A0418-B0246	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Krayth	克雷思	暂定·官方待核	所给英文底稿	A0418-B0248	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Strike Force Seth	赛斯打击部队	暂定·官方待核	所给英文底稿	A0418-B0251	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Caedis	凯迪斯	暂定·官方待核	所给英文底稿	A0419-B0056	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Mazrael	玛兹瑞尔	暂定·官方待核	所给英文底稿	A0419-B0058	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Guinian	圭尼亚	暂定·官方待核	所给英文底稿	A0419-B0060	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Teale	蒂尔	暂定·官方待核	所给英文底稿	A0419-B0062	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Orloc	奥洛克	暂定·官方待核	所给英文底稿	A0419-B0064	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Carnifus	卡尼弗斯	暂定·官方待核	所给英文底稿	A0419-B0066	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Lucien Gallani	卢西恩·加拉尼	暂定·官方待核	所给英文底稿	A0419-B0070	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Kroff Tezla	克罗夫·特兹拉	暂定·官方待核	所给英文底稿	A0419-B0072	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Calix Cruentes	血腥圣杯	暂定·官方待核	所给英文底稿	A0419-B0075	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Golance War	戈兰斯战争	暂定·官方待核	所给英文底稿	A0420-B0017	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Isiah	伊塞亚	暂定·官方待核	所给英文底稿	A0420-B0026	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Scaraban	斯卡拉班	暂定·官方待核	所给英文底稿	A0420-B0028	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Great Clan Council	大氏族议会	暂定·官方待核	所给英文底稿	A0421-B0137	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Clan Companies	氏族连队	暂定·官方待核	所给英文底稿	A0421-B0142	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Iron Fathers	钢铁圣父	暂定·官方待核	所给英文底稿	A0421-B0160	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Helfathers	冥父	暂定·官方待核	所给英文底稿	A0421-B0161	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Venerable Dreadnoughts	神圣无畏机甲	暂定·官方待核	所给英文底稿	A0421-B0162	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Anaar Telech	阿纳尔·特莱奇	暂定·官方待核	所给英文底稿	A0421-B0165	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Lydriik	林德里克	暂定·官方待核	所给英文底稿	A0421-B0169	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Epistolaries	星语官	暂定·官方待核	所给英文底稿	A0421-B0170	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Codiciers	典记员	暂定·官方待核	所给英文底稿	A0421-B0171	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Lexicaniums	编修员	暂定·官方待核	所给英文底稿	A0421-B0172	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Ranek Varth	拉内克·瓦斯	暂定·官方待核	所给英文底稿	A0421-B0176	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Reclusiarch Raastus Korphaal	隐修长拉斯图斯·科尔法尔	暂定·官方待核	所给英文底稿	A0421-B0177	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Clan Avernii	阿维尼氏族	暂定·官方待核	所给英文底稿	A0421-B0183	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Caanok Var	卡诺克·瓦尔	暂定·官方待核	所给英文底稿	A0421-B0185	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Clan Garrsak	格拉萨克氏族	暂定·官方待核	所给英文底稿	A0421-B0201	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Eutuun Hes	欧图恩·赫斯	暂定·官方待核	所给英文底稿	A0421-B0203	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Bikes	摩托	暂定·官方待核	所给英文底稿	A0421-B0211	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Klaarc Kalag	克拉尔克·卡拉格	暂定·官方待核	所给英文底稿	A0421-B0224	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Clan Kaargul	卡尔古氏族	暂定·官方待核	所给英文底稿	A0421-B0243	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Brask	巴斯克	暂定·官方待核	所给英文底稿	A0421-B0245	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Clan Sorrgol	索古罗氏族	暂定·官方待核	所给英文底稿	A0421-B0286	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Kaldabane Vhor	卡尔达班·沃霍尔	暂定·官方待核	所给英文底稿	A0421-B0288	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Clan Borrgos	博古斯氏族	暂定·官方待核	所给英文底稿	A0421-B0305	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Dourr Raan	杜尔·拉安	暂定·官方待核	所给英文底稿	A0421-B0307	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Clan Morlaag	莫拉格氏族	暂定·官方待核	所给英文底稿	A0421-B0324	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Doroor Hesh	多罗尔·赫什	暂定·官方待核	所给英文底稿	A0421-B0326	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Clan Vurgaan	沃尔甘氏族	暂定·官方待核	所给英文底稿	A0421-B0343	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Agaar Verrox	阿加尔·维罗克斯	暂定·官方待核	所给英文底稿	A0421-B0345	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Taahg Telavech	塔赫格·泰拉维奇	暂定·官方待核	所给英文底稿	A0421-B0365	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Clan Atraxii	阿特拉克西氏族	暂定·官方待核	所给英文底稿	A0421-B0379	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Clan Ayreas	艾瑞亚斯氏族	暂定·官方待核	所给英文底稿	A0421-B0380	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Clan Brannsar	布兰萨氏族	暂定·官方待核	所给英文底稿	A0421-B0381	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Clan Burkhar	布尔卡氏族	暂定·官方待核	所给英文底稿	A0421-B0382	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Clan Kadoran	卡多兰氏族	暂定·官方待核	所给英文底稿	A0421-B0384	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Clan Lokopt	洛科普特氏族	暂定·官方待核	所给英文底稿	A0421-B0385	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Clan Ungavarr	昂加瓦尔氏族	暂定·官方待核	所给英文底稿	A0421-B0387	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Clan Vorganan	沃甘纳氏族	暂定·官方待核	所给英文底稿	A0421-B0388	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Axe of Severance	切断之斧	暂定·官方待核	所给英文底稿	A0421-B0409	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Heart of Iron	钢铁之心	暂定·官方待核	所给英文底稿	A0421-B0412	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Skull of Ferrus Manus	费鲁斯·马努斯之颅	暂定·官方待核	所给英文底稿	A0421-B0413	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Fist of Iron	钢铁之拳号	暂定·官方待核	所给英文底稿	A0421-B0415	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Red Talon	红爪号	暂定·官方待核	所给英文底稿	A0421-B0417	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Iron Heart	钢铁之心号	暂定·官方待核	所给英文底稿	A0421-B0418	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Sisypheum	西西弗姆号	暂定·官方待核	所给英文底稿	A0421-B0419	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Veritas Ferrum	钢铁真理号	暂定·官方待核	所给英文底稿	A0421-B0420	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Weyland	威兰德号	暂定·官方待核	所给英文底稿	A0421-B0422	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Cestus	塞斯图斯号	暂定·官方待核	所给英文底稿	A0421-B0424	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Myrmex	蚁号	暂定·官方待核	所给英文底稿	A0421-B0426	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Metallus Gravus	沉重金属号	暂定·官方待核	所给英文底稿	A0421-B0428	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Ulrach Branthan	乌尔拉赫·布兰坦	暂定·官方待核	所给英文底稿	A0421-B0442	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Thamatica	塔玛提卡	暂定·官方待核	所给英文底稿	A0421-B0446	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Kardozia	卡多佐	暂定·官方待核	所给英文底稿	A0421-B0448	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Feirros	费洛斯	暂定·官方待核	所给英文底稿	A0421-B0457	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Xerill	薛瑞尔	暂定·官方待核	所给英文底稿	A0421-B0459	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Anatolus Gdolkin	阿纳托尔斯·格多尔金	暂定·官方待核	所给英文底稿	A0421-B0461	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Arnok Kraan	阿诺克·克莱恩	暂定·官方待核	所给英文底稿	A0421-B0463	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Ennox Sorrlock	恩诺克斯·索洛克	暂定·官方待核	所给英文底稿	A0421-B0467	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Oros Telemar	奥罗斯·特莱马尔	暂定·官方待核	所给英文底稿	A0421-B0469	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Morlocks	莫洛克	暂定·官方待核	所给英文底稿	A0421-B0475	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Land Behemoths	陆地巨兽	暂定·官方待核	所给英文底稿	A0421-B0481	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Vaakal Desaan	瓦卡尔·德萨安	暂定·官方待核	所给英文底稿	A0422-B0015	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Vermanus Cybus	威尔马努斯·赛布斯	暂定·官方待核	所给英文底稿	A0422-B0019	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Morn	莫恩	暂定·官方待核	所给英文底稿	A0422-B0023	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Mazos Dhule	马佐斯·杜勒	暂定·官方待核	所给英文底稿	A0423-B0004	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Vaylund Cal	维兰德·卡尔	暂定·官方待核	所给英文底稿	A0423-B0005	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Diederik	迪德里克	暂定·官方待核	所给英文底稿	A0424-B0021	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Kastigan Ulok	卡斯蒂甘·乌洛克	暂定·官方待核	所给英文底稿	A0424-B0026	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Venbrass	文布拉斯	暂定·官方待核	所给英文底稿	A0424-B0028	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Vilgus Darrak	维尔格斯·达拉克	暂定·官方待核	所给英文底稿	A0424-B0029	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Bassan Terak	巴桑·特拉克	暂定·官方待核	所给英文底稿	A0424-B0036	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Daarmos	达尔莫斯	暂定·官方待核	所给英文底稿	A0424-B0038	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Gdolkin	格多尔金	暂定·官方待核	所给英文底稿	A0424-B0042	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Graevaar	格雷瓦尔	暂定·官方待核	所给英文底稿	A0424-B0043	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Grolvoch	格罗尔沃奇	暂定·官方待核	所给英文底稿	A0424-B0044	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Hervel Khatir	赫维尔·克哈提尔	暂定·官方待核	所给英文底稿	A0424-B0045	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Jorgirr Shidd	乔吉尔·希德	暂定·官方待核	所给英文底稿	A0424-B0046	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Jurkim Bohr	朱尔奇姆·波尔	暂定·官方待核	所给英文底稿	A0424-B0047	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Karrdas	卡尔达斯	暂定·官方待核	所给英文底稿	A0424-B0050	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Kristos	克里斯托斯	暂定·官方待核	所给英文底稿	A0424-B0051	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Marrus	马鲁斯	暂定·官方待核	所给英文底稿	A0424-B0053	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Menestus	梅内斯图斯	暂定·官方待核	所给英文底稿	A0424-B0054	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Paullian Blantar	保利安·布兰塔尔	暂定·官方待核	所给英文底稿	A0424-B0057	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Rathkugan	拉斯库甘	暂定·官方待核	所给英文底稿	A0424-B0058	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Sarlock	萨洛克	暂定·官方待核	所给英文底稿	A0424-B0059	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Setol Sollex	赛托尔·索勒斯	暂定·官方待核	所给英文底稿	A0424-B0060	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Shulgaar	舒尔加尔	暂定·官方待核	所给英文底稿	A0424-B0062	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Verrox	维罗克斯	暂定·官方待核	所给英文底稿	A0424-B0063	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Morlock	莫洛克	暂定·官方待核	所给英文底稿	A0425-B0004	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Medusan Immortal	美杜莎不朽者	暂定·官方待核	所给英文底稿	A0426-B0004	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Battle of Calth	考斯之战	暂定·官方待核	所给英文底稿	A0428-B0095	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Great Scouring	大清洗	暂定·官方待核	所给英文底稿	A0428-B0107	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Duel on Eskrador	埃斯卡多决斗	暂定·官方待核	所给英文底稿	A0428-B0115	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Iron Cage	铁笼	暂定·官方待核	所给英文底稿	A0428-B0121	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Thessala	色萨拉	暂定·官方待核	所给英文底稿	A0428-B0130	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Centurion Warsuits	百夫长战甲	暂定·官方待核	所给英文底稿	A0428-B0295	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Lexicania	编修员	暂定·官方待核	所给英文底稿	A0428-B0318	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Acolyta	侍僧	暂定·官方待核	所给英文底稿	A0428-B0319	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Chaplains	教士	暂定·官方待核	所给英文底稿	A0428-B0326	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Judiciars	裁决者	暂定·官方待核	所给英文底稿	A0428-B0327	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Demetrian Titus	德米特里安·泰图斯	暂定·官方待核	所给英文底稿	A0428-B0349	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Mikael Fabian	米凯尔·法比安	暂定·官方待核	所给英文底稿	A0428-B0363	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Torius	托瑞斯	暂定·官方待核	所给英文底稿	A0428-B0367	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Garus	加鲁斯	暂定·官方待核	所给英文底稿	A0428-B0373	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Phelian	费利安	暂定·官方待核	所给英文底稿	A0428-B0391	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Gerad Ixion	格拉德·伊克西翁	暂定·官方待核	所给英文底稿	A0428-B0419	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Chief Victualler	首席补给官	暂定·官方待核	所给英文底稿	A0428-B0420	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Hellios	赫利奥斯	暂定·官方待核	所给英文底稿	A0428-B0433	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Sinon	西农	暂定·官方待核	所给英文底稿	A0428-B0445	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Antilochus	安提罗科斯	暂定·官方待核	所给英文底稿	A0428-B0457	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Ultramarines Honour Company	极限战士荣誉连队	暂定·官方待核	所给英文底稿	A0428-B0475	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Fulminata	雷霆	暂定·官方待核	所给英文底稿	A0428-B0480	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Armour of Antilochus	安提洛克斯战甲	暂定·官方待核	所给英文底稿	A0428-B0498	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Banner of Macragge	马库拉格之旗	暂定·官方待核	所给英文底稿	A0428-B0499	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Gauntlets of Ultramar	奥特拉玛之拳	暂定·官方待核	所给英文底稿	A0428-B0500	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Macragge's Honour	马库拉格之耀号	暂定·官方待核	所给英文底稿	A0428-B0504	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Laurels of Victory	胜利桂冠号	暂定·官方待核	所给英文底稿	A0428-B0506	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Lysimachus Cestus	里斯马卡斯·赛斯图斯	暂定·官方待核	所给英文底稿	A0428-B0516	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Lucretius Corvo	卢克莱修斯·科沃	暂定·官方待核	所给英文底稿	A0428-B0520	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Ptolemy	托勒密	暂定·官方待核	所给英文底稿	A0428-B0522	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Lazlo Tiberius	拉兹洛·提比略	暂定·官方待核	所给英文底稿	A0428-B0540	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Vaniel	梵尼尔	暂定·官方待核	所给英文底稿	A0428-B0542	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Saul Invictus	索尔·英维克图斯	暂定·官方待核	所给英文底稿	A0428-B0546	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Severus	西弗勒斯	暂定·官方待核	所给英文底稿	A0428-B0548	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Cassian	卡西安	暂定·官方待核	所给英文底稿	A0428-B0562	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Altarion	奥塔里安	暂定·官方待核	所给英文底稿	A0428-B0565	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Kastor	卡斯托	暂定·官方待核	所给英文底稿	A0428-B0569	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Pasanius Lysane	帕撒尼乌斯·莱萨尼	暂定·官方待核	所给英文底稿	A0428-B0575	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Tyrannic War Veterans	泰伦战争老兵	暂定·官方待核	所给英文底稿	A0428-B0578	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Ultramarines Honour Guard	极限战士荣誉卫队	暂定·官方待核	所给英文底稿	A0428-B0579	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Realm of Ultramar	奥特拉玛领地	暂定·官方待核	所给英文底稿	A0429-B0006	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Macragge System	马库拉格星系	暂定·官方待核	所给英文底稿	A0429-B0044	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Nova Thulium	新铥	暂定·官方待核	所给英文底稿	A0429-B0049	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Konor System	康诺星系	暂定·官方待核	所给英文底稿	A0429-B0052	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Vanitor	瓦尼托尔	暂定·官方待核	所给英文底稿	A0429-B0056	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Drenthal	德伦塔尔	暂定·官方待核	所给英文底稿	A0429-B0057	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Loebos	洛博斯	暂定·官方待核	所给英文底稿	A0429-B0058	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Nethamus	内瑟姆斯	暂定·官方待核	所给英文底稿	A0429-B0059	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
Astaramis	阿斯塔拉米斯	暂定·官方待核	所给英文底稿	A0429-B0060	沿用已逐段校读的本稿名称；人物职衔、舰名或专名按本处语境记录，未据此认定官网译名。
