英文标准词	采用中文	译名状态	依据	定位	编辑说明
Skullmaster	颅骨主宰	官方已核对	GW-09/GW-10 中英文军务部野战手册同名单位核对	均第12页	仅核同名单位译名，未以不同版本点数或顺序作机械配对。
Skulltaker	夺颅者	官方已核对	GW-09/GW-10 中英文军务部野战手册同名单位核对	均第12页	仅核同名单位译名，未以不同版本点数或顺序作机械配对。
Sloppity Bilepiper	雀跃乐手	官方已核对	GW-09/GW-10 中英文军务部野战手册同名单位核对	均第12页	仅核同名单位译名，未以不同版本点数或顺序作机械配对。
Spoilpox Scrivener	坏疹书记员	官方已核对	GW-09/GW-10 中英文军务部野战手册同名单位核对	均第12页	仅核同名单位译名，未以不同版本点数或顺序作机械配对。
Syll’esske	希尔艾斯克	官方已核对	GW-09/GW-10 中英文军务部野战手册同名单位核对	均第12页	仅核同名单位译名，未以不同版本点数或顺序作机械配对。
The Blue Scribes	蓝书记	官方已核对	GW-09/GW-10 中英文军务部野战手册同名单位核对	均第12页	仅核同名单位译名，未以不同版本点数或顺序作机械配对。
The Changeling	诡变灵	官方已核对	GW-09/GW-10 中英文军务部野战手册同名单位核对	均第12页	仅核同名单位译名，未以不同版本点数或顺序作机械配对。
The Masque of Slaanesh	假面舞者	官方已核对	GW-09/GW-10 中英文军务部野战手册同名单位核对	均第12页	仅核同名单位译名，未以不同版本点数或顺序作机械配对。
Tranceweaver	织幻者	官方已核对	GW-09/GW-10 中英文军务部野战手册同名单位核对	均第12页	仅核同名单位译名，未以不同版本点数或顺序作机械配对。
Abaddon the Despoiler	掠夺者阿巴顿	官方已核对	GW-09/GW-10 中英文军务部野战手册同名单位核对	均第15页	仅核同名单位译名，未以不同版本点数或顺序作机械配对。
Chaos Spawn	混沌魔物	官方已核对	GW-09/GW-10 中英文军务部野战手册同名单位核对	均第15页	仅核同名单位译名，未以不同版本点数或顺序作机械配对。
Vashtorr the Arkifane	造物者瓦什托尔	官方已核对	GW-09/GW-10 中英文军务部野战手册同名单位核对	均第15页	仅核同名单位译名，未以不同版本点数或顺序作机械配对。
Heretic Astartes Daemon Prince	阿斯塔特叛军恶魔亲王	官方已核对	GW-09/GW-10 中英文军务部野战手册同名单位核对	均第15页	仅核同名单位译名，未以不同版本点数或顺序作机械配对。
Warpsmith	次元铁匠	官方已核对	GW-09/GW-10 中英文军务部野战手册同名单位核对	均第15页	仅核同名单位译名，未以不同版本点数或顺序作机械配对。
Daemon Prince	恶魔亲王	官方词根参考·全书统一	GW09/GW10 均12、15页完整单位名与主审决定	501后及前文回改	完整单位官方名均使用恶魔亲王；独立词据此统一，旧译恶魔王子。
Ordo Hydra	九头蛇修会	暂定·官方待核	所给英文底稿与全书统一决定	504	暂沿原稿；本篇为光照会内部派系，非已确认正式审判庭分支。
Sensei-Emperor	导师—帝皇	暂定·官方待核	所给英文底稿与全书统一决定	504	光照会计划中的重生形态，Sensei沿导师。
Hesperus	赫斯珀鲁斯	暂定·官方待核	所给英文底稿与全书统一决定	505	设定行星专名，非直接指现实金星。
Ruinous Powers	毁灭诸力	暂定·官方待核	所给英文底稿与全书统一决定	506	作为混沌诸神的合称，与499译法统一。
Mord’dagan	莫尔德’达甘	暂定·官方待核	所给英文底稿与全书统一决定	506	沿原稿神名；Eater of the Dead食尸者。
Tallyband	记账战帮	暂定·官方待核	所给英文底稿与全书统一决定	507	纳垢军团分级单位，原译记帮；仅暂译，不标官方。
Empyrion’s Blight	埃姆皮里昂之疫	暂定·官方待核	所给英文底稿与全书统一决定	507	Empyrion为专名，不是帝国。
Legion Host	军团大军	暂定·官方待核	所给英文底稿与全书统一决定	507	死亡守卫战帮名，Host非宿主。
Rotworm Brotherhood	腐虫兄弟会	暂定·官方待核	所给英文底稿与全书统一决定	507	Rotworm为腐虫，非蛔虫。
Sevenfold Conjuction	七重合相	暂定·官方待核	所给英文底稿与全书统一决定	507	底稿疑漏n；教派名暂定待核。
Tallymen of Nurgle	纳垢的计数者	暂定·官方待核	所给英文底稿与全书统一决定	507	瘟疫使别称，区别死亡守卫官译Tallyman书记官。
Foetid Bloat-drone	恶臭肿胀机兵	官方已核对	GW-09/GW-10 中英文军务部野战手册对应单位名	均第18页	按名称对应，未因不同时期编制变化混同单位。Tallyman只在死亡守卫职位语境适用。
Poxwalkers	瘟疫行者	官方已核对	GW-09/GW-10 中英文军务部野战手册对应单位名	均第18页	按名称对应，未因不同时期编制变化混同单位。Tallyman只在死亡守卫职位语境适用。
Typhus	泰弗斯	官方已核对	GW-09/GW-10 中英文军务部野战手册对应单位名	均第18页	按名称对应，未因不同时期编制变化混同单位。Tallyman只在死亡守卫职位语境适用。
Plague Marines	瘟疫战士	官方已核对	GW-09/GW-10 中英文军务部野战手册对应单位名	均第18页	按名称对应，未因不同时期编制变化混同单位。Tallyman只在死亡守卫职位语境适用。
Blightlord Terminators	腐毒领主终结者	官方已核对	GW-09/GW-10 中英文军务部野战手册对应单位名	均第18页	按名称对应，未因不同时期编制变化混同单位。Tallyman只在死亡守卫职位语境适用。
Deathshroud Terminators	死亡寿衣终结者	官方已核对	GW-09/GW-10 中英文军务部野战手册对应单位名	均第18页	按名称对应，未因不同时期编制变化混同单位。Tallyman只在死亡守卫职位语境适用。
Foul Blightspawn	恶臭病原体	官方已核对	GW-09/GW-10 中英文军务部野战手册对应单位名	均第18页	按名称对应，未因不同时期编制变化混同单位。Tallyman只在死亡守卫职位语境适用。
Lord of Contagion	疫病领主	官方已核对	GW-09/GW-10 中英文军务部野战手册对应单位名	均第18页	按名称对应，未因不同时期编制变化混同单位。Tallyman只在死亡守卫职位语境适用。
Lord of Virulence	病毒领主	官方已核对	GW-09/GW-10 中英文军务部野战手册对应单位名	均第18页	按名称对应，未因不同时期编制变化混同单位。Tallyman只在死亡守卫职位语境适用。
Malignant Plaguecaster	恶瘟投放者	官方已核对	GW-09/GW-10 中英文军务部野战手册对应单位名	均第18页	按名称对应，未因不同时期编制变化混同单位。Tallyman只在死亡守卫职位语境适用。
Miasmic Malignifier	瘴毒机	官方已核对	GW-09/GW-10 中英文军务部野战手册对应单位名	均第18页	按名称对应，未因不同时期编制变化混同单位。Tallyman只在死亡守卫职位语境适用。
Myphitic Blight-haulers	恶臭疫病引擎	官方已核对	GW-09/GW-10 中英文军务部野战手册对应单位名	均第18页	按名称对应，未因不同时期编制变化混同单位。Tallyman只在死亡守卫职位语境适用。
Noxious Blightbringer	剧毒疫病使者	官方已核对	GW-09/GW-10 中英文军务部野战手册对应单位名	均第18页	按名称对应，未因不同时期编制变化混同单位。Tallyman只在死亡守卫职位语境适用。
Plague Surgeon	瘟疫军医	官方已核对	GW-09/GW-10 中英文军务部野战手册对应单位名	均第18页	按名称对应，未因不同时期编制变化混同单位。Tallyman只在死亡守卫职位语境适用。
Plagueburst Crawler	瘟爆履带战车	官方已核对	GW-09/GW-10 中英文军务部野战手册对应单位名	均第18页	按名称对应，未因不同时期编制变化混同单位。Tallyman只在死亡守卫职位语境适用。
Biologus Putrifier	生物腐化者	官方已核对	GW-09/GW-10 中英文军务部野战手册对应单位名	均第18页	按名称对应，未因不同时期编制变化混同单位。Tallyman只在死亡守卫职位语境适用。
Blight Drone	枯萎机蜂	暂定·官方待核	所给英文底稿	507 A0507-B0095	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Contagion	传播者	暂定·官方待核	所给英文底稿	507 A0507-B0096	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Foetid Bloat-Drone	恶臭肿胀机兵	暂定·官方待核	所给英文底稿	507 A0507-B0097	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Nurgle Plague Tower	纳垢瘟疫之塔	暂定·官方待核	所给英文底稿	507 A0507-B0098	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Plague Hulk	瘟疫巨人	暂定·官方待核	所给英文底稿	507 A0507-B0099	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Plaguereaper	瘟疫收割者	暂定·官方待核	所给英文底稿	507 A0507-B0100	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Apostles of Contagion	传染使徒	暂定·官方待核	所给英文底稿	507 A0507-B0107	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Bilious Ones	胆汁众	暂定·官方待核	所给英文底稿	507 A0507-B0108	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Bringers of Putrid Salvation	腐烂救赎使者	暂定·官方待核	所给英文底稿	507 A0507-B0109	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Brotherhood of Reaping	收割兄弟会	暂定·官方待核	所给英文底稿	507 A0507-B0110	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Carrion Hounds	腐肉猎犬	暂定·官方待核	所给英文底稿	507 A0507-B0111	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Children of Blain	布莱恩之子	暂定·官方待核	所给英文底稿	507 A0507-B0112	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Corpsemakers	尸体制造者	暂定·官方待核	所给英文底稿	507 A0507-B0113	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Dolorous Gnaw	悲哀之噬	暂定·官方待核	所给英文底稿	507 A0507-B0114	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Empyrion's Blight	埃姆皮里昂之疫	暂定·官方待核	所给英文底稿	507 A0507-B0115	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Favoured Sons	受宠之子	暂定·官方待核	所给英文底稿	507 A0507-B0116	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Fecund Ones	丰饶众	暂定·官方待核	所给英文底稿	507 A0507-B0117	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Festerlung Brotherhood	烂肺兄弟会	暂定·官方待核	所给英文底稿	507 A0507-B0118	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Festering Scar	溃烂疤痕	暂定·官方待核	所给英文底稿	507 A0507-B0119	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Filthfavoured	污秽眷者	暂定·官方待核	所给英文底稿	507 A0507-B0120	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Glooming Lords	悲观领主	暂定·官方待核	所给英文底稿	507 A0507-B0121	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Hand of Filth	污秽之手	暂定·官方待核	所给英文底稿	507 A0507-B0122	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Heralds of Despair	绝望使者	暂定·官方待核	所给英文底稿	507 A0507-B0123	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Infested Brethren	感染兄弟	暂定·官方待核	所给英文底稿	507 A0507-B0124	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Lords of Decay	腐朽领主	暂定·官方待核	所给英文底稿	507 A0507-B0126	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Lords of Silence	寂静领主	暂定·官方待核	所给英文底稿	507 A0507-B0127	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Mouldering Claw	腐烂之爪	暂定·官方待核	所给英文底稿	507 A0507-B0128	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Neverdead	不死者	暂定·官方待核	所给英文底稿	507 A0507-B0129	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Pallid Hand	苍白之手	暂定·官方待核	所给英文底稿	507 A0507-B0130	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Poisoned Chalice	剧毒圣杯	暂定·官方待核	所给英文底稿	507 A0507-B0131	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Pox Mortis	死亡痘疹	暂定·官方待核	所给英文底稿	507 A0507-B0132	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Prophets of the Seven	七之先知	暂定·官方待核	所给英文底稿	507 A0507-B0133	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Putrid Choir	腐烂唱诗班	暂定·官方待核	所给英文底稿	507 A0507-B0134	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Rusted Claws	锈爪	暂定·官方待核	所给英文底稿	507 A0507-B0136	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Selminster's Curse	塞尔明斯特的诅咒	暂定·官方待核	所给英文底稿	507 A0507-B0137	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Sevenfold Filth	七重污秽	暂定·官方待核	所给英文底稿	507 A0507-B0138	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Seventh-day Morbidians	七日死亡	暂定·官方待核	所给英文底稿	507 A0507-B0139	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Smogrot Brotherhood	腐烟兄弟会	暂定·官方待核	所给英文底稿	507 A0507-B0140	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Sons of the Maggot	蛆虫之子	暂定·官方待核	所给英文底稿	507 A0507-B0141	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Suppurant Sting	脓疮之刺	暂定·官方待核	所给英文底稿	507 A0507-B0142	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
The Tainted	污染者	暂定·官方待核	所给英文底稿	507 A0507-B0143	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Tainted Lung	污染之肺	暂定·官方待核	所给英文底稿	507 A0507-B0144	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Tainted Sons	污染之子	暂定·官方待核	所给英文底稿	507 A0507-B0145	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
The Tollguard	征收守卫	暂定·官方待核	所给英文底稿	507 A0507-B0146	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Tide of Filth	污秽浪潮	暂定·官方待核	所给英文底稿	507 A0507-B0147	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Weeping Legion	哭泣军团	暂定·官方待核	所给英文底稿	507 A0507-B0148	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
The Blighted Claw	枯萎之爪	暂定·官方待核	所给英文底稿	507 A0507-B0151	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
The Bringers of Decay	腐朽使者	暂定·官方待核	所给英文底稿	507 A0507-B0152	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
The Cleaved	分裂者	暂定·官方待核	所给英文底稿	507 A0507-B0153	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
The Death Bringers	死亡使者	暂定·官方待核	所给英文底稿	507 A0507-B0154	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
The Deathmongers	死亡贩子	暂定·官方待核	所给英文底稿	507 A0507-B0155	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
The Grey Death	灰色死亡	暂定·官方待核	所给英文底稿	507 A0507-B0156	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
The Plaguebones	瘟疫之骨	暂定·官方待核	所给英文底稿	507 A0507-B0157	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
The Purge	净世疫军	暂定·官方待核	所给英文底稿	507 A0507-B0158	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
The Vectors of Pox	痘疹载体	暂定·官方待核	所给英文底稿	507 A0507-B0159	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
14th Volpone Bluebloods	第14沃尔波贵族军	暂定·官方待核	所给英文底稿	507 A0507-B0163	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Children of the Merciful Lord	仁慈领主之子	暂定·官方待核	所给英文底稿	507 A0507-B0164	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Cult of Amber	琥珀教派	暂定·官方待核	所给英文底稿	507 A0507-B0165	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Death Priests of Mire	泥沼死亡祭司	暂定·官方待核	所给英文底稿	507 A0507-B0168	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Givers of Life	生命给予者	暂定·官方待核	所给英文底稿	507 A0507-B0169	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
The Hidden Hand	隐藏之手	暂定·官方待核	所给英文底稿	507 A0507-B0170	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Seventh Blessed	第七祝福	暂定·官方待核	所给英文底稿	507 A0507-B0172	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
The Stigmatus Convent	圣痕盟约	暂定·官方待核	所给英文底稿	507 A0507-B0173	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Tattered Veil	破烂面纱	暂定·官方待核	所给英文底稿	507 A0507-B0174	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Vile Savants	卑鄙学者	暂定·官方待核	所给英文底稿	507 A0507-B0175	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Withering Stem	枯萎根茎	暂定·官方待核	所给英文底稿	507 A0507-B0176	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Writhing World Sorcerer Kings	盘绕世界巫师之王	暂定·官方待核	所给英文底稿	507 A0507-B0177	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Plaguechildren	瘟疫之子	暂定·官方待核	所给英文底稿	507 A0507-B0178	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Tri-fold Scourge	三重天灾	暂定·官方待核	所给英文底稿	507 A0507-B0179	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Plaguebrewer	瘟疫制造者	暂定·官方待核	所给英文底稿	507 A0507-B0180	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Poxpriest	痘疹祭司	暂定·官方待核	所给英文底稿	507 A0507-B0181	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Hazakh Plaguetakers	哈扎克瘟疫接受者	暂定·官方待核	所给英文底稿	507 A0507-B0182	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Other Servants of Nurgle	纳垢的其他仆人	暂定·官方待核	所给英文底稿	507 A0507-B0183	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Pestigors	瘟角兽	暂定·官方待核	所给英文底稿	507 A0507-B0184	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Daemonic Warbands	恶魔战帮	暂定·官方待核	所给英文底稿	507 A0507-B0186	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Plague Guard	瘟疫守卫	暂定·官方待核	所给英文底稿	507 A0507-B0187	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Septicus Legion	败血军团	暂定·官方待核	所给英文底稿	507 A0507-B0188	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Titan Legions & Knight Houses	泰坦军团&骑士家族	暂定·官方待核	所给英文底稿	507 A0507-B0189	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Festering Death	溃烂死亡	暂定·官方待核	所给英文底稿	507 A0507-B0190	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Legio Iritans	伊里坦斯军团	暂定·官方待核	所给英文底稿	507 A0507-B0191	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Legio Onerus	沉重军团	暂定·官方待核	所给英文底稿	507 A0507-B0192	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Legio Pestis	瘟疫军团	暂定·官方待核	所给英文底稿	507 A0507-B0193	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Legio Morbus	疾病军团	暂定·官方待核	所给英文底稿	507 A0507-B0194	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Legio Morbidus	病态军团	暂定·官方待核	所给英文底稿	507 A0507-B0195	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
House Drear	德里尔家族	暂定·官方待核	所给英文底稿	507 A0507-B0196	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
House Slughorn	斯拉格霍恩家族	暂定·官方待核	所给英文底稿	507 A0507-B0197	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
House Phleghra	弗莱格拉家族	暂定·官方待核	所给英文底稿	507 A0507-B0198	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Rusthounds	锈蚀猎犬	暂定·官方待核	所给英文底稿	507 A0507-B0199	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Bulging Eye	凸出之眼	暂定·官方待核	所给英文底稿	507 A0507-B0232	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Creeping Buboes	蔓生淋巴肿	暂定·官方待核	所给英文底稿	507 A0507-B0233	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Crook Bone	弯曲之骨	暂定·官方待核	所给英文底稿	507 A0507-B0234	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Death Dance	死亡之舞	暂定·官方待核	所给英文底稿	507 A0507-B0235	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Green Pox	绿痘	暂定·官方待核	所给英文底稿	507 A0507-B0238	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Grey Ague	灰色疟疾	暂定·官方待核	所给英文底稿	507 A0507-B0239	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Metalophagic Rust Plague	噬铁锈蚀瘟疫	暂定·官方待核	所给英文底稿	507 A0507-B0240	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Walking Pox	步行痘疹	暂定·官方待核	所给英文底稿	507 A0507-B0245	已通读本篇清单后沿原稿或按语义修订；与同名普通词分开。
Great Mutator	大突变者	暂定·官方待核	所给英文底稿与全书统一决定	508/6	头衔补译
Conflagration Legion	烈焰军团	暂定·官方待核	所给英文底稿与全书统一决定	508/63	原稿火灾军团
Legions Anarchus	无序军团	暂定·官方待核	所给英文底稿与全书统一决定	508/63	沿用原稿
Veiled Legions	帷幕军团	暂定·官方待核	所给英文底稿与全书统一决定	508/63	沿用原稿
Prodigal Sons	浪子	暂定·官方待核	所给英文底稿与全书统一决定	508/110	原稿挥霍之子
Lorehost of Apoketh	阿波凯斯秘学大军	暂定·官方待核	所给英文底稿与全书统一决定	508/112	原稿阿波凯斯传说承载者
Sectai Prosperine	普罗斯佩罗教派	暂定·官方待核	所给英文底稿与全书统一决定	508/116	原稿繁荣教派
Warp Gheists	亚空间幽魂	暂定·官方待核	所给英文底稿与全书统一决定	508/122	原稿亚空间旅客
The Touched	受触者	暂定·官方待核	所给英文底稿与全书统一决定	508/148	原稿触碰
Pyroclastic Conclave	火山碎屑秘会	暂定·官方待核	所给英文底稿与全书统一决定	508/156	原稿火山岩秘会
The Adulant Host of Hazriah the Believer	信仰者哈兹里亚的颂扬大军	暂定·官方待核	所给英文底稿与全书统一决定	508/157	原稿信仰者哈兹里亚的阿杜兰天军
Ghargatuloth	迦戈图罗斯	暂定·官方待核	所给英文底稿与全书统一决定	508/174	沿用原稿
Ti’Lath	提’拉特	暂定·官方待核	所给英文底稿与全书统一决定	508/180	沿用原稿
Akhor’menet	阿科尔·梅内	暂定·官方待核	所给英文底稿与全书统一决定	508/184	沿用原稿
Malfallax	玛尔法拉克斯	暂定·官方待核	所给英文底稿与全书统一决定	508/186	沿用原稿
Scintillating Legion	闪耀军团	官方已核对	GW-09；GW-10	GW-09 第 12 页；GW-10 第 13 页	官方分遣队同名；508 The Scintillating Legions 为恶魔军团复数总称。原稿闪烁军团。 GW09第36页另作“闪烁军团”，记作官方异译；依主审决定仍采用第12页的“闪耀军团”。
Herald of Slaanesh	色孽传令官	暂定·官方待核	所给英文底稿与全书统一决定	509/64	与 Herald 通用职称统一；原稿色孽先驱
Threnodic Choir	挽歌合唱团	暂定·官方待核	所给英文底稿与全书统一决定	509/98	原稿三重合唱团
The Flawless Host	无暇大军	暂定·官方待核	所给英文底稿与全书统一决定	509/103	原稿无暇之主；Host 指战帮
The Exquisite Host	精致大军	暂定·官方待核	所给英文底稿与全书统一决定	509/108	原稿精致之主；Host 指战帮
The Golden Host	黄金大军	暂定·官方待核	所给英文底稿与全书统一决定	509/126	原稿黄金之主；Host 指恶魔军队
Riotous Host	狂乱大军	暂定·官方待核	所给英文底稿与全书统一决定	509/129	原稿狂乱之主；泰坦军团名称
She Who Thirsts	饥渴女士	暂定·官方待核	所给英文底稿与全书统一决定	509/27	沿用原稿
Sai’lanthresh	赛’兰瑟斯	暂定·官方待核	所给英文底稿与全书统一决定	509/27	沿用原稿
She Who Is Not Named	不可直呼其名者	暂定·官方待核	所给英文底稿与全书统一决定	509/31	原稿无名女士；指避免直呼其名
Flayer Legion	剥皮者军团	暂定·官方待核	所给英文底稿与全书统一决定	509/55	沿用原稿
Hunter Legion	猎手军团	暂定·官方待核	所给英文底稿与全书统一决定	509/55	沿用原稿
Glamiatrix Legion	魅影军团	暂定·官方待核	所给英文底稿与全书统一决定	509/55	沿用原稿
Terror Legion	恐怖军团	暂定·官方待核	所给英文底稿与全书统一决定	509/55	沿用原稿
Legion of Eternal Punishment	永罚军团	暂定·官方待核	所给英文底稿与全书统一决定	509/55	沿用原稿
Courante Legion	库朗军团	暂定·官方待核	所给英文底稿与全书统一决定	509/55	沿用原稿，舞曲名音译
Zarakynel	扎拉基尼尔	暂定·官方待核	所给英文底稿与全书统一决定	509/134	沿用原稿
N’Kari	纳’卡里	暂定·官方待核	所给英文底稿与全书统一决定	509/136	沿用原稿
Doomrider	末日骑手	暂定·官方待核	所给英文底稿与全书统一决定	509/144	沿用原稿
Lucius the Eternal	不灭者卢修斯	官方已核对	GW-09；GW-10	均第21页	509同译；520原永恒者卢修斯
Legion of Excess	恣肆军团	官方已核对	GW-09；GW-10	GW-09 第 12 页；GW-10 第 13 页	官方分遣队同名；509 Legions of Excess 为恶魔军团复数总称。原稿纵欲军团。
Skullrender	裂颅者	暂定·官方待核	所给英文底稿与全书统一决定	510/61	卡塔昌老兵对嗜血狂魔的称呼；原稿供颅者
Red Tide Legion	赤潮军团	暂定·官方待核	所给英文底稿与全书统一决定	510/54	沿用原稿
Hellfire Legion	狱火军团	暂定·官方待核	所给英文底稿与全书统一决定	510/54	沿用原稿
Brazen Thunder Legion	铜雷军团	暂定·官方待核	所给英文底稿与全书统一决定	510/54	沿用原稿
Gladiator Cadre 331	第 331 角斗士骨干队	暂定·官方待核	所给英文底稿与全书统一决定	510/105	原稿角斗士干部331
Gladiator Group 138	第 138 角斗士群	暂定·官方待核	所给英文底稿与全书统一决定	540/38	区别第331角斗士骨干队
Witchcleavers	斩巫者	暂定·官方待核	所给英文底稿与全书统一决定	510/119	原稿女巫砍刀
Bloodgors	血角兽	暂定·官方待核	所给英文底稿与全书统一决定	510/174	原稿流血者
An’ggrath the Unbound	无束者安’格拉斯	暂定·官方待核	所给英文底稿与全书统一决定	510/61	沿用原稿
Ka’Bandha	卡’班哈	暂定·官方待核	所给英文底稿与全书统一决定	510/197	沿用原稿
Doombreed	毁灭之种	暂定·官方待核	所给英文底稿与全书统一决定	510/201	沿用原稿
Roghrax Bloodhand	罗格拉克斯·血手	暂定·官方待核	所给英文底稿与全书统一决定	510/211	沿用原稿
Sholen Skara	肖伦·斯卡拉	暂定·官方待核	所给英文底稿与全书统一决定	510/215	沿用原稿
Skrinneir	斯克林奈尔	暂定·官方待核	所给英文底稿与全书统一决定	509/44；510/47	沿较早509原稿
Uraka Az’baramael	乌拉卡·阿兹’巴拉玛埃尔	暂定·官方待核	所给英文底稿与全书统一决定	510/217	沿用原稿
Zhufor the Impaler	穿刺者朱佛尔	暂定·官方待核	所给英文底稿与全书统一决定	510/219	沿用原稿
Blood Legion (Khorne daemon army)	鲜血军团	官方已核对	GW-09；GW-10	GW-09 第 12 页；GW-10 第 13 页	区别第225篇星际战士战团 Blood Legion 圣血军团
Khorne Lord of Skulls	恐虐颅骨之主	官方已核对	GW-09；GW-10	GW-09/GW-10 均第15页	510 简称 Lord of Skulls 颅骨之主
