英文标准词	采用中文	译名状态	依据	定位	编辑说明
Sanctum	圣所星	暂定·官方待核	英文底稿	第386篇 B0259	第四次泰伦战争地点，不作泛义圣地。
Shon’tu / Shon'tu	邵恩·图	暂定·官方待核	英文底稿	第386篇 B0197	统一绍恩/邵恩与撇号。
Strike Force Ultra	超级打击部队	暂定·官方待核	英文底稿	第386篇 B0165	沿现稿专门编制译名。
Endeavour of Will	奋进意志号	暂定·官方待核	英文底稿	第386篇 B0224	星堡名。
Lacrima Dolorosa Crusade	悲恸之泪远征	暂定·官方待核	英文底稿	第386篇 B0282	沿现稿；拉丁拼写以源文为准。
Dorn's Huscarls	多恩亲卫	暂定·官方待核	英文底稿	第386篇 B0498	帝国之拳第八连别称；原多恩骠骑误将Huscarl当作hussar。
Auric Auxilia	黄金辅助军	暂定·官方待核	英文底稿	第386篇 B0553	山阵号守军，沿原稿。
Scriptum Ascenda	《追忆笔录》	暂定·官方待核	英文底稿	第386篇 B0549	沿原稿档案名。
Rhetoricus	瑞托里库斯	暂定·官方待核	英文底稿	第386篇 B0341	沿原稿学者名。
The Book of Five Spheres	《五界之书》	暂定·官方待核	英文底稿	第386篇 B0341	沿原稿著作名，待核。
Rites of Battle	战斗仪式	暂定·官方待核	英文底稿	第386篇 B0341	帝国之拳军事传统。
Reductors (Imperial Fists 4th Company)	还原者	暂定·官方待核	英文底稿	第386篇 B0547	第四连旧称，沿现稿暂定；与同形器械和组织名分开。
Helbrant Alderic	赫尔布雷特·阿尔德里克	暂定·官方待核	英文底稿	第386篇 B0555	人物名，统一分隔号。
Junker model of behaviour	容克行为模式	暂定·官方待核	英文底稿	第386篇 B0567	帝拳文化中的行为模式。
Pain Glove	痛苦手套	暂定·官方待核	英文底稿	第386篇 B0543	沿本稿既有译法。
Huscarls (Imperial Fists Legion)	胡斯卡尔亲卫	暂定·官方待核	英文底稿	第386篇 B0639	军团亲卫单位，保留原稿音译加职能说明。
Sternhelms	严厉之盔	暂定·官方待核	英文底稿	第386篇 B0581	老兵军士称谓，沿现稿暂定。
Flavo Caelum	烈焰苍穹	暂定·官方待核	英文底稿	第386篇 B0620	载具名暂沿现稿；拉丁词面不完全对应，待核。
Honour Duels	荣誉决斗	暂定·官方待核	英文底稿	第386篇 B0570	帝国之拳仪式。
Scrimshaw	骨雕	暂定·官方待核	英文底稿	第386篇 B0573	以阵亡者手骨雕刻的习俗。
Aegis Pilot	神盾飞行员	暂定·官方待核	英文底稿	第392 B0002	沿本篇标题统一正文原音译埃癸斯。
Stonebreaker	破石者	暂定·官方待核	英文底稿	第388 B0002	帝国之拳终结者称谓。
Rutilus Tyrannus	赤红暴君号	暂定·官方待核	英文底稿	第393 B0031	星舰，修正拟鲤暴君。
Badlanding	荒落星	暂定·官方待核	英文底稿	第393 B0033	欧克集结地点，修正原糟糕登陆。
Arx Tyrannus	暴君堡	暂定·官方待核	英文底稿	第393 B0016	沿现稿要塞修道院名。
Sathash the Golden	黄金萨沙什	暂定·官方待核	英文底稿	第393 B0061	混沌领主专名。
Voltigern Crusade / Vortigern Crusade	沃尔蒂根远征	暂定·官方待核	英文底稿	第393 B0031/B0055/B0069	原文拼写和纪年各异，中文统一而不擅合事件。
Kielden Reach	基尔登疆域	暂定·官方待核	英文底稿	第393篇 B0285	星际地域，不是河段。
Technicarum	技术部	暂定·官方待核	英文底稿	第393篇 B0363	绯红之拳部门。
Kill Team Excis	埃克西斯杀戮小队	暂定·官方待核	英文底稿	第393篇 B0374	补回原译遗漏的小队名。
The Crimson Lancers	绯红枪骑	暂定·官方待核	英文底稿	第393篇 B0182	第四连别称，lancers指持枪战士而非长枪本身。
Goliath Vigilant	歌利亚警戒号	暂定·官方待核	英文底稿	第393篇 B0285	沿现稿星堡名称。
Intractable	难解号	暂定·官方待核	英文底稿	第393篇 B0292	沿现稿打击巡洋舰名称。
Caldimus Ortiz	卡尔迪默斯·奥尔蒂斯	暂定·官方待核	英文底稿	第393篇 B0335	统一卡尔迪莫斯/卡尔迪默斯；两处任职与生死矛盾注明。
Ekene Dubaku	埃肯·杜巴库	暂定·官方待核	英文底稿	第394篇 B0010	沿原稿人物名。
Elysium IX	厄琉息斯九号	暂定·官方待核	英文底稿	第394篇 B0012	沿原稿世界名，不宣称拉丁地名官译。
Adeptus Vaelarii	瓦埃勒里修会	暂定·官方待核	英文底稿	第394篇 B0021	三个战团构成的守卫组织。
Elara's Veil	艾拉面纱	暂定·官方待核	英文底稿	第394篇 B0021	沿原稿星际区域名称。
Apollyon	亚玻伦	暂定·官方待核	英文底稿	第394篇 B0026	审判官姓名。
Khattar	哈塔尔	暂定·官方待核	英文底稿	第394篇 B0026	行星名。
Thogfang	蛮牙	暂定·官方待核	英文底稿	第394篇 B0035	欧克军阀。
Deathspeaker	死亡语者	暂定·官方待核	英文底稿	第394篇 B0064	天狮教士职衔，沿原稿。
Spiritwalker	灵魂行者	暂定·官方待核	英文底稿	第394篇 B0066	天狮智库员职衔，沿原稿。
Lifebinder	生命缚者	暂定·官方待核	英文底稿	第394篇 B0068	天狮药剂师职衔，沿原稿。
Exilarchy	流亡军	暂定·官方待核	英文底稿	第394篇 B0046	混沌战帮，沿原稿。
Hex	施法号	暂定·官方待核	英文底稿	第394篇 B0046	星舰名，沿原稿。
Blade of the Seventh Son	七子之刃号	暂定·官方待核	英文底稿	第394篇 B0043	沿原稿名称，指第七子而非七个儿子。
Vigil (Hospitallers)	守夜者	暂定·官方待核	英文底稿	第396 B0024	医院骑士老兵编制，与同形空间站和修女编制分开。
War of Antipathy	厌恶之战	暂定·官方待核	英文底稿	第395 B0025	沿原稿战役名。
Xenax	泽纳克斯	暂定·官方待核	英文底稿	第397 B0010	战团母星。
Cell-Kin	胞裔	暂定·官方待核	英文底稿	第397 B0039	异形族群，沿原稿。
Glorious Tyrant	辉煌暴君号	暂定·官方待核	英文底稿	第397 B0029	打击巡洋舰。
Tophet VI	托斐特六号	暂定·官方待核	英文底稿	第397 B0041	铸造世界。
Legio Debellator	灭战者军团	暂定·官方待核	英文底稿	第397 B0041	泰坦军团，沿原稿。
The Emperor’s Champion	帝皇勇士	官方已核对	https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW09简中第10页；GW10英文第10页	与普通战团冠军及混沌冠军分开。
Marshal	元帅	官方已核对	https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW09简中第10页；GW10英文第10页	黑色圣堂完整单位名；其他组织元帅须按语境。
Castellan	堡主	官方已核对	https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW09简中第10页；GW10英文第10页	黑色圣堂完整单位；不是堡主骑士等载具。
Sword Brother	圣剑兄弟会修士	官方已核对	https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW09简中第10页；GW10英文第10页	小队构成内直接对照人员名。
Sword Brethren	圣剑兄弟会	官方词根参考·通称待核	https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	第400篇；GW09/GW10第10页	传统集体名，参照官方Sword Brother词根；非宣称完整集体名直接官译。
Primaris Sword Brethren	原铸圣剑兄弟	官方词根参考·通称待核	https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	第400篇B0009；GW09/GW10第10页	GW09新版中文单位圣剑兄弟，GW10旧英文Primaris Sword Brethren；原铸修饰据源文保留，不能宣称同版完整对应。
Torchbearer Fleet	持炬舰队	暂定·官方待核	英文底稿	第398 B0049	基里曼传送原铸技术与增援的舰队；沿362已用词。
Chapter Keep	战团堡垒	暂定·官方待核	英文底稿	第398 B0179	黑色圣堂据点；keep作名词。
Gervahrt Repeal	格瓦尔特罢黜事件	暂定·官方待核	英文底稿	第398 B0138	暂译；与399 Gervhart近似但不强并。
Expectanten	候选者	暂定·官方待核	英文底稿	第398 B0169	宣称志愿入团、尚未成为Neophyte者。
Green Kroosade	绿色远征	暂定·官方待核	英文底稿	第398 B0077	欧克口音拼写，非人名。
Season of Blood	血之季节	暂定·官方待核	英文底稿	第398 B0101	沿395原有事件名，统一鲜血季节异译。
Tellos	泰洛斯	暂定·官方待核	英文底稿	第317/393篇	317与393同一饮魂者人物。
Reinez	雷内斯	暂定·官方待核	英文底稿	第317/393篇	317与393同一绯红之拳连长。
Inhuaca	因华卡	暂定·官方待核	英文底稿	第317/393篇	317与393同一绯红之拳教士。
Entymion IV	恩提米昂四号	暂定·官方待核	英文底稿	第317/393篇	317与393同一行星。
